1 0.04352850836389051
2 0.10295610219459113
3 0.14121618862930402
4 0.1592699559075971
5 0.16830378963136572
6 0.16803613862097988
7 0.1630377579148818
8 0.15568730303127526
9 0.14676183414822785
10 0.1382367622429645
11 0.12981421449756517
12 0.12208870480562403
13 0.11496707106123806
14 0.10798600173682954
15 0.1020223066994464
16 0.09613627293026442
17 0.09093204581777609
18 0.08629753468279293
19 0.0819096965185488
20 0.07779406919071123
21 0.07408743594131839
22 0.07095925510575729
23 0.06770038663451663
24 0.06471234517847888
25 0.061862577798422864
26 0.05935108964296078
27 0.05708749704240373
28 0.054803691280719526
29 0.05265875954566961
30 0.05076130168686745
31 0.04889932120638071
32 0.047252144023830794
33 0.04570687204257007
34 0.04415630459729858
35 0.042728475424973746
36 0.04149556369474768
37 0.0402652290536805
38 0.03900273643986783
39 0.03787850635812216
40 0.0367867930549063
41 0.03581646329613353
42 0.03479924627800475
43 0.03392888402478879
44 0.032986762888853
45 0.032187029839016654
46 0.03129762938591489
47 0.030539525605684844
48 0.029823977082980874
49 0.02913211044615857
50 0.02847311809443048
51 0.02784142318860098
52 0.0272772333389595
53 0.026657046938246116
54 0.026027884073309374
55 0.025544413791651583
56 0.024994230060841352
57 0.024507385254861104
58 0.023999026937495827
59 0.023551497083320334
60 0.023119207890165052
61 0.022660607028243414
62 0.02222048084344292
63 0.021818826176823167
64 0.02142348803204696
65 0.02102965282262249
66 0.020637800169440907
67 0.020281045896649204
68 0.01992022766222355
69 0.019601438628868137
70 0.019268239333103742
71 0.01895339280296472
72 0.018614493759895535
73 0.018396873656382134
74 0.018055909274015795
75 0.01775465665813712
76 0.017480899281394017
77 0.017197498408327634
78 0.016963859740236946
79 0.016688740268238498
80 0.016439575801859688
81 0.016192835105788943
82 0.015990100252275898
83 0.015793890325636793
84 0.015561088180889903
85 0.015315562183545479
86 0.015090365382414353
87 0.014911529106113612
88 0.01468413005489776
89 0.014501454178418919
90 0.014297306326684562
91 0.01409852270597817
92 0.013925288027194479
93 0.013753549353814874
94 0.013557920524082175
95 0.013403053844709842
96 0.013225823090330298
97 0.013075596223822103
98 0.012901123732079089
99 0.01274876653515974
100 0.012607611914664708
